county,precinct,office,district,party,candidate,absentee_mail,absentee_person,eslate,escan,votes
Breckenridge,Garfield,President,,LIB,Gary Johnson,,,6,16,22
Breckenridge,Irvington 1,President,,LIB,Gary Johnson,,,2,10,12
Breckenridge,Irvington 2,President,,LIB,Gary Johnson,,,3,7,10
Breckenridge,Bewleyville,President,,LIB,Gary Johnson,,,4,4,8
Breckenridge,Absentee,President,,,Rocky De La Fuente,0,0,,,0
Breckenridge,Hardinsburg 1,President,,,Rocky De La Fuente,,,1,1,2
Breckenridge,Hardinsburg 2,President,,,Rocky De La Fuente,,,0,0,0
Breckenridge,Cloverport 1,President,,,Rocky De La Fuente,,,0,0,0
Breckenridge,Cloverport 2,President,,,Rocky De La Fuente,,,0,1,1
Breckenridge,McQuady,President,,,Rocky De La Fuente,,,0,0,0
Breckenridge,Union Star,President,,,Rocky De La Fuente,,,0,0,0
Breckenridge,Garfield,President,,,Rocky De La Fuente,,,0,1,1
Breckenridge,Irvington 1,President,,,Rocky De La Fuente,,,0,0,0
Breckenridge,Irvington 2,President,,,Rocky De La Fuente,,,0,0,0
Breckenridge,Bewleyville,President,,,Rocky De La Fuente,,,0,0,0
Breckenridge,Absentee,President,,GRN,Jill Stein,0,4,,,4
Breckenridge,Hardinsburg 1,President,,GRN,Jill Stein,,,1,3,4
Breckenridge,Hardinsburg 2,President,,GRN,Jill Stein,,,0,1,1
Breckenridge,Cloverport 1,President,,GRN,Jill Stein,,,1,1,2
Breckenridge,Cloverport 2,President,,GRN,Jill Stein,,,2,1,3
Breckenridge,McQuady,President,,GRN,Jill Stein,,,1,1,2
Breckenridge,Union Star,President,,GRN,Jill Stein,,,0,3,3
Breckenridge,Garfield,President,,GRN,Jill Stein,,,1,6,7
Breckenridge,Irvington 1,President,,GRN,Jill Stein,,,0,2,2
Breckenridge,Irvington 2,President,,GRN,Jill Stein,,,1,2,3
Breckenridge,Bewleyville,President,,GRN,Jill Stein,,,2,0,2
Breckenridge,Absentee,President,,,Evan McMullin,1,4,,,5
Breckenridge,Hardinsburg 1,President,,,Evan McMullin,,,0,5,5
Breckenridge,Hardinsburg 2,President,,,Evan McMullin,,,0,12,12
Breckenridge,Cloverport 1,President,,,Evan McMullin,,,0,10,10
Breckenridge,Cloverport 2,President,,,Evan McMullin,,,1,6,7
Breckenridge,McQuady,President,,,Evan McMullin,,,2,1,3
Breckenridge,Union Star,President,,,Evan McMullin,,,0,5,5
Breckenridge,Garfield,President,,,Evan McMullin,,,3,6,9
Breckenridge,Irvington 1,President,,,Evan McMullin,,,3,6,9
Breckenridge,Irvington 2,President,,,Evan McMullin,,,1,2,3
Breckenridge,Bewleyville,President,,,Evan McMullin,,,0,2,2
Breckenridge,Absentee,U.S. Senate,,REP,Rand Paul,97,313,,,410
Breckenridge,Hardinsburg 1,U.S. Senate,,REP,Rand Paul,,,28,420,448
Breckenridge,Hardinsburg 2,U.S. Senate,,REP,Rand Paul,,,4,301,305
Breckenridge,Cloverport 1,U.S. Senate,,REP,Rand Paul,,,13,257,270
Breckenridge,Cloverport 2,U.S. Senate,,REP,Rand Paul,,,63,232,295
Breckenridge,McQuady,U.S. Senate,,REP,Rand Paul,,,117,197,314
Breckenridge,Union Star,U.S. Senate,,REP,Rand Paul,,,39,312,351
Breckenridge,Garfield,U.S. Senate,,REP,Rand Paul,,,111,338,449
Breckenridge,Irvington 1,U.S. Senate,,REP,Rand Paul,,,74,255,329
Breckenridge,Irvington 2,U.S. Senate,,REP,Rand Paul,,,58,175,233
Breckenridge,Bewleyville,U.S. Senate,,REP,Rand Paul,,,105,146,251
Breckenridge,Absentee,U.S. Senate,,DEM,Jim Gray,65,163,,,228
Breckenridge,Hardinsburg 1,U.S. Senate,,DEM,Jim Gray,,,14,300,314
Breckenridge,Hardinsburg 2,U.S. Senate,,DEM,Jim Gray,,,0,202,202
Breckenridge,Cloverport 1,U.S. Senate,,DEM,Jim Gray,,,20,153,173
Breckenridge,Cloverport 2,U.S. Senate,,DEM,Jim Gray,,,45,147,192
Breckenridge,McQuady,U.S. Senate,,DEM,Jim Gray,,,60,117,177
Breckenridge,Union Star,U.S. Senate,,DEM,Jim Gray,,,16,207,223
Breckenridge,Garfield,U.S. Senate,,DEM,Jim Gray,,,61,191,252
Breckenridge,Irvington 1,U.S. Senate,,DEM,Jim Gray,,,62,186,248
Breckenridge,Irvington 2,U.S. Senate,,DEM,Jim Gray,,,43,163,206
Breckenridge,Bewleyville,U.S. Senate,,DEM,Jim Gray,,,47,63,110
Breckenridge,Absentee,U.S. House,2,REP,S. Brett Guthrie,117,379,,,496
Breckenridge,Hardinsburg 1,U.S. House,2,REP,S. Brett Guthrie,,,38,554,592
Breckenridge,Hardinsburg 2,U.S. House,2,REP,S. Brett Guthrie,,,4,378,382
Breckenridge,Cloverport 1,U.S. House,2,REP,S. Brett Guthrie,,,22,315,337
Breckenridge,Cloverport 2,U.S. House,2,REP,S. Brett Guthrie,,,93,282,375
Breckenridge,McQuady,U.S. House,2,REP,S. Brett Guthrie,,,149,243,392
Breckenridge,Union Star,U.S. House,2,REP,S. Brett Guthrie,,,47,407,454
Breckenridge,Garfield,U.S. House,2,REP,S. Brett Guthrie,,,147,435,582
Breckenridge,Irvington 1,U.S. House,2,REP,S. Brett Guthrie,,,103,349,452
Breckenridge,Irvington 2,U.S. House,2,REP,S. Brett Guthrie,,,81,236,317
Breckenridge,Bewleyville,U.S. House,2,REP,S. Brett Guthrie,,,129,174,303
Breckenridge,Absentee,State Senate,5,REP,Stephen L. Meredith,95,273,,,368
Breckenridge,Hardinsburg 1,State Senate,5,REP,Stephen L. Meredith,,,23,331,354
Breckenridge,Hardinsburg 2,State Senate,5,REP,Stephen L. Meredith,,,3,260,263
Breckenridge,Cloverport 1,State Senate,5,REP,Stephen L. Meredith,,,13,226,239
Breckenridge,Cloverport 2,State Senate,5,REP,Stephen L. Meredith,,,64,197,261
Breckenridge,McQuady,State Senate,5,REP,Stephen L. Meredith,,,96,161,257
Breckenridge,Union Star,State Senate,5,REP,Stephen L. Meredith,,,34,289,323
Breckenridge,Garfield,State Senate,5,REP,Stephen L. Meredith,,,109,309,418
Breckenridge,Irvington 1,State Senate,5,REP,Stephen L. Meredith,,,61,196,257
Breckenridge,Irvington 2,State Senate,5,REP,Stephen L. Meredith,,,48,136,184
Breckenridge,Bewleyville,State Senate,5,REP,Stephen L. Meredith,,,93,132,225
Breckenridge,Absentee,State Senate,5,DEM,Leslie J. Stith,63,190,,,253
Breckenridge,Hardinsburg 1,State Senate,5,DEM,Leslie J. Stith,,,16,384,400
Breckenridge,Hardinsburg 2,State Senate,5,DEM,Leslie J. Stith,,,1,237,238
Breckenridge,Cloverport 1,State Senate,5,DEM,Leslie J. Stith,,,20,171,191
Breckenridge,Cloverport 2,State Senate,5,DEM,Leslie J. Stith,,,40,167,207
Breckenridge,McQuady,State Senate,5,DEM,Leslie J. Stith,,,83,150,233
Breckenridge,Union Star,State Senate,5,DEM,Leslie J. Stith,,,21,223,244
Breckenridge,Garfield,State Senate,5,DEM,Leslie J. Stith,,,66,217,283
Breckenridge,Irvington 1,State Senate,5,DEM,Leslie J. Stith,,,76,241,317
Breckenridge,Irvington 2,State Senate,5,DEM,Leslie J. Stith,,,53,194,247
Breckenridge,Bewleyville,State Senate,5,DEM,Leslie J. Stith,,,58,73,131
Breckenridge,Absentee,State House,10,REP,T.W. Shortt,76,189,,,265
Breckenridge,Hardinsburg 1,State House,10,REP,T.W. Shortt,,,11,193,204
Breckenridge,Hardinsburg 2,State House,10,REP,T.W. Shortt,,,2,159,161
Breckenridge,Cloverport 1,State House,10,REP,T.W. Shortt,,,4,157,161
Breckenridge,Cloverport 2,State House,10,REP,T.W. Shortt,,,40,127,167
Breckenridge,McQuady,State House,10,REP,T.W. Shortt,,,54,113,167
Breckenridge,Union Star,State House,10,REP,T.W. Shortt,,,24,215,239
Breckenridge,Garfield,State House,10,REP,T.W. Shortt,,,82,236,318
Breckenridge,Irvington 1,State House,10,REP,T.W. Shortt,,,58,161,219
Breckenridge,Irvington 2,State House,10,REP,T.W. Shortt,,,44,119,163
Breckenridge,Bewleyville,State House,10,REP,T.W. Shortt,,,86,128,214
Breckenridge,Absentee,State House,10,DEM,Dean Schamore,82,284,,,366
Breckenridge,Hardinsburg 1,State House,10,DEM,Dean Schamore,,,31,545,576
Breckenridge,Hardinsburg 2,State House,10,DEM,Dean Schamore,,,2,348,350
Breckenridge,Cloverport 1,State House,10,DEM,Dean Schamore,,,30,251,281
Breckenridge,Cloverport 2,State House,10,DEM,Dean Schamore,,,68,252,320
Breckenridge,McQuady,State House,10,DEM,Dean Schamore,,,128,205,333
Breckenridge,Union Star,State House,10,DEM,Dean Schamore,,,32,302,334
Breckenridge,Garfield,State House,10,DEM,Dean Schamore,,,96,297,393
Breckenridge,Irvington 1,State House,10,DEM,Dean Schamore,,,81,281,362
Breckenridge,Irvington 2,State House,10,DEM,Dean Schamore,,,56,211,267
Breckenridge,Bewleyville,State House,10,DEM,Dean Schamore,,,61,78,139
